Year,Decade,Game,Screenshot,Genres,Themes,Keywords,Player Perspectives,Developers,C1_R,C1_G,C1_B,C2_R,C2_G,C2_B,C3_R,C3_G,C3_B,C4_R,C4_G,C4_B,C5_R,C5_G,C5_B
1979,1970,Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr10.jpg,Sport,Kids,,Bird view / Isometric,Magnavox,0,140,20,70,200,140,0,70,10,90,160,60,0,160,20
1979,1970,Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr11.jpg,Sport,Kids,,Bird view / Isometric,Magnavox,0,150,20,0,140,20,20,200,130,0,70,10,110,180,90
1979,1970,3-D Tic-Tac-Toe,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\wwirei4t3m4e4hi1q0re.jpg,Strategy,,abstract|cga graphics|previously on - gametap,Bird view / Isometric,Atari,50,50,180,20,20,120,10,10,80,60,70,200,20,20,170
1979,1970,3-D Tic-Tac-Toe,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc75w0.jpg,Strategy,,abstract|cga graphics|previously on - gametap,Bird view / Isometric,Atari,40,20,110,20,20,160,0,0,150,10,10,160,10,30,120
1979,1970,3-D Tic-Tac-Toe,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc75w1.jpg,Strategy,,abstract|cga graphics|previously on - gametap,Bird view / Isometric,Atari,60,70,150,40,50,140,20,20,110,80,90,170,10,10,70
1979,1970,Head On,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scplob.jpg,Racing|Arcade,Action,,Bird view / Isometric,Sega/Gremlin,20,20,220,80,80,180,60,60,200,30,30,210,0,0,240
1979,1970,Lunar Lander,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\fftfoam9dmrsrjxl1pjr.jpg,Simulator|Strategy,Action|Science fiction|Historical|Non-fiction,space simulation|vector graphics|digital distribution|fuel management,Side view,Atari|Atari,70,70,70,40,40,40,0,0,0,,,,,,
1979,1970,Lunar Lander,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbskm.jpg,Simulator|Strategy,Action|Science fiction|Historical|Non-fiction,space simulation|vector graphics|digital distribution|fuel management,Side view,Atari|Atari,0,0,0,60,60,60,,,,,,,,,
1979,1970,Lunar Lander,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbskn.jpg,Simulator|Strategy,Action|Science fiction|Historical|Non-fiction,space simulation|vector graphics|digital distribution|fuel management,Side view,Atari|Atari,60,110,70,0,0,0,0,60,0,70,0,0,,,
1979,1970,Lunar Lander,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsko.jpg,Simulator|Strategy,Action|Science fiction|Historical|Non-fiction,space simulation|vector graphics|digital distribution|fuel management,Side view,Atari|Atari,40,40,40,0,0,0,70,70,70,120,120,120,190,190,190
1979,1970,Lunar Lander,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbskp.jpg,Simulator|Strategy,Action|Science fiction|Historical|Non-fiction,space simulation|vector graphics|digital distribution|fuel management,Side view,Atari|Atari,180,180,180,0,0,0,50,50,50,140,140,140,90,90,90
1979,1970,Warrior,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\pogabqzodepcztihvj1s.jpg,Fighting,Action|Science fiction,vector graphics,Bird view / Isometric,Cinematronics,60,50,100,90,20,40,0,0,0,10,0,50,20,100,50
1979,1970,Video Chess,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpk51.jpg,Strategy|Card & Board Game,Non-fiction,chess|turn-based|grid-based movement|tactical turn-based combat,Bird view / Isometric,Atari,50,60,190,0,0,0,20,40,170,10,10,70,80,70,140
1979,1970,Bowling,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafcd.jpg,Sport,Party,bowling|built-in game,Bird view / Isometric,Atari,110,90,150,160,90,60,130,80,80,170,90,60,100,60,100
1979,1970,Bowling,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafce.jpg,Sport,Party,bowling|built-in game,Bird view / Isometric,Atari,110,90,150,160,90,60,130,80,80,100,70,100,60,50,120
1979,1970,Bowling,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafcf.jpg,Sport,Party,bowling|built-in game,Bird view / Isometric,Atari,100,90,160,160,90,60,130,80,80,130,150,70,100,60,100
1979,1970,Bowling,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafcg.jpg,Sport,Party,bowling|built-in game,Bird view / Isometric,Atari,260,260,260,180,180,180,140,140,140,160,160,160,210,210,210
1979,1970,Miniature Golf,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpk4w.jpg,Simulator|Sport|Strategy,Action,mini golf,Bird view / Isometric,Atari,90,180,130,180,190,120,220,190,110,0,0,0,70,140,100
1979,1970,Secret Mission,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh20.jpg,Puzzle|Adventure,Action,world war ii - ww2|interactive fiction|espionage|text adventure|corpse|secret identity,Text,Adventure International,260,260,260,0,0,0,90,100,100,10,130,240,0,210,40
1979,1970,Secret Mission,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh21.jpg,Puzzle|Adventure,Action,world war ii - ww2|interactive fiction|espionage|text adventure|corpse|secret identity,Text,Adventure International,20,140,240,260,260,260,0,0,0,180,160,140,70,70,70
1979,1970,Secret Mission,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh22.jpg,Puzzle|Adventure,Action,world war ii - ww2|interactive fiction|espionage|text adventure|corpse|secret identity,Text,Adventure International,230,100,230,260,260,260,200,200,200,0,0,0,100,100,160
1979,1970,Secret Mission,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh23.jpg,Puzzle|Adventure,Action,world war ii - ww2|interactive fiction|espionage|text adventure|corpse|secret identity,Text,Adventure International,160,170,160,260,260,260,230,140,40,0,0,0,0,140,250
1979,1970,Voodoo Castle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3b.jpg,Puzzle|Adventure,Horror,interactive fiction|text adventure,Text,Adventure International,70,80,100,260,260,260,0,0,0,0,140,240,200,110,20
1979,1970,Voodoo Castle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3c.jpg,Puzzle|Adventure,Horror,interactive fiction|text adventure,Text,Adventure International,170,170,170,260,260,260,0,0,0,80,70,60,230,120,0
1979,1970,Voodoo Castle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3d.jpg,Puzzle|Adventure,Horror,interactive fiction|text adventure,Text,Adventure International,220,220,200,180,100,20,0,0,0,90,60,40,140,130,120
1979,1970,Voodoo Castle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3e.jpg,Puzzle|Adventure,Horror,interactive fiction|text adventure,Text,Adventure International,100,100,100,0,0,0,180,160,150,120,70,20,230,120,10
1979,1970,Voodoo Castle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3f.jpg,Puzzle|Adventure,Horror,interactive fiction|text adventure,Text,Adventure International,220,220,200,0,0,0,140,120,90,0,140,250,30,80,110
1979,1970,The Count,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh2d.jpg,Puzzle|Adventure,Horror,vampire|text adventure,Text,Adventure International|Adventure International,70,70,100,0,0,0,190,90,40,160,160,160,250,120,30
1979,1970,The Count,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh2e.jpg,Puzzle|Adventure,Horror,vampire|text adventure,Text,Adventure International|Adventure International,170,170,170,0,0,0,90,90,90,60,60,60,,,
1979,1970,The Count,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh2f.jpg,Puzzle|Adventure,Horror,vampire|text adventure,Text,Adventure International|Adventure International,0,0,0,120,90,80,240,110,30,160,160,160,90,60,40
1979,1970,The Count,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh2g.jpg,Puzzle|Adventure,Horror,vampire|text adventure,Text,Adventure International|Adventure International,260,260,260,0,0,0,230,110,30,90,80,80,160,130,160
1979,1970,The Count,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh2h.jpg,Puzzle|Adventure,Horror,vampire|text adventure,Text,Adventure International|Adventure International,100,80,80,260,260,260,0,0,0,60,90,240,170,170,190
1979,1970,Strange Odyssey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3q.jpg,Puzzle|Adventure,Science fiction,interactive fiction|text adventure,Text,Adventure International|Adventure International,190,170,200,260,260,260,0,0,0,120,120,160,80,80,80
1979,1970,Strange Odyssey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3r.jpg,Puzzle|Adventure,Science fiction,interactive fiction|text adventure,Text,Adventure International|Adventure International,50,50,50,0,0,0,80,80,80,210,210,210,,,
1979,1970,Strange Odyssey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3s.jpg,Puzzle|Adventure,Science fiction,interactive fiction|text adventure,Text,Adventure International|Adventure International,100,80,80,260,260,260,210,90,200,0,0,0,150,160,150
1979,1970,Strange Odyssey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3t.jpg,Puzzle|Adventure,Science fiction,interactive fiction|text adventure,Text,Adventure International|Adventure International,170,160,150,0,0,0,60,190,60,110,180,100,60,90,50
1979,1970,Strange Odyssey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqh3u.jpg,Puzzle|Adventure,Science fiction,interactive fiction|text adventure,Text,Adventure International|Adventure International,190,120,180,50,70,60,260,260,260,0,0,0,120,110,110
1979,1970,Mystery Fun House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scx993.jpg,Puzzle|Adventure,Mystery,interactive fiction|maze|amusement park|espionage|text adventure|shooting range,Text,Adventure International|Adventure International,160,160,160,120,120,120,0,0,0,80,80,80,,,
1979,1970,Mystery Fun House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scx994.jpg,Puzzle|Adventure,Mystery,interactive fiction|maze|amusement park|espionage|text adventure|shooting range,Text,Adventure International|Adventure International,0,0,0,50,50,50,110,110,110,80,80,80,150,150,150
1979,1970,Mystery Fun House,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scx995.jpg,Puzzle|Adventure,Mystery,interactive fiction|maze|amusement park|espionage|text adventure|shooting range,Text,Adventure International|Adventure International,150,150,150,0,0,0,110,110,110,80,80,80,,,
1979,1970,Videocart 20 - Schach,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco7z0.jpg,Simulator|Strategy,,turn-based|steam|online|free-to-play|steam achievements|digital distribution|steam cloud|steam leaderboards|multiplayer lan,Bird view / Isometric,SABA,260,260,260,170,160,230,130,120,240,200,200,230,240,150,170
1979,1970,Videocart 20 - Schach,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco7z1.jpg,Simulator|Strategy,,turn-based|steam|online|free-to-play|steam achievements|digital distribution|steam cloud|steam leaderboards|multiplayer lan,Bird view / Isometric,SABA,220,80,130,20,200,110,80,70,240,140,140,230,220,220,220
1979,1970,Videocart 20 - Schach,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco7z2.jpg,Simulator|Strategy,,turn-based|steam|online|free-to-play|steam achievements|digital distribution|steam cloud|steam leaderboards|multiplayer lan,Bird view / Isometric,SABA,10,190,110,120,200,160,220,80,130,90,80,240,210,210,220
1979,1970,Galactic Empire,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpk8v.jpg,Simulator|Strategy,"Action|Science fiction|4X (explore, expand, exploit, and exterminate)",,Third person,,170,170,170,50,50,50,0,0,0,80,80,80,,,
1979,1970,Superman,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scee3g.jpg,Arcade,Action,,Side view,Atari,140,230,170,140,160,120,180,180,180,170,200,180,160,210,170
1979,1970,Superman,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scee3h.jpg,Arcade,Action,,Side view,Atari,140,230,170,200,100,150,230,140,210,110,150,150,190,190,190
1979,1970,Superman,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scee3i.jpg,Arcade,Action,,Side view,Atari,170,130,180,190,140,230,160,80,120,160,150,100,140,140,140
1979,1970,Invaders from Hyperspace!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6wk0.jpg,Shooter|Arcade,Action|Science fiction,,Bird view / Isometric,Magnavox,150,130,150,110,160,250,0,0,0,190,200,240,40,40,60
1979,1970,Invaders from Hyperspace!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6wjy.jpg,Shooter|Arcade,Action|Science fiction,,Bird view / Isometric,Magnavox,110,160,250,180,200,240,0,0,0,190,100,90,60,60,80
1979,1970,Invaders from Hyperspace!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6wjz.jpg,Shooter|Arcade,Action|Science fiction,,Bird view / Isometric,Magnavox,170,140,140,180,210,250,110,160,250,0,0,0,50,60,80
1979,1970,Space Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnbt2.jpg,Shooter,Action|Science fiction,,Bird view / Isometric,APh Technological Consulting,130,130,130,30,30,50,200,200,200,110,30,30,0,0,0
